dataset,origin,seed,teacher,student,r_stu,r_legacy,teacher_cal_MASE,ns_cal_MASE,g_soft,action,g_hard
ETTm2,1,123,ClassicalELM,DLinear,0.5110391829230547,1.0,13.567692445625536,6.933622461563776,0.02759795730763681,attenuate,0.0
ETTm2,1,123,ClassicalELM,PatchTST,0.6361745240144534,1.0,13.567692445625536,8.63142028357032,0.3404363100361335,attenuate,0.0
ETTm2,1,123,ClassicalELM,N-HiTS,0.5794540025402017,1.0,13.567692445625536,7.861853692852176,0.19863500635050435,attenuate,0.0
ETTm2,1,2024,QELM,DLinear,0.14925841473670004,0.30391265832951436,46.41384354951072,6.927656710037181,0.0,reject,0.0
ETTm2,1,2024,QELM,PatchTST,0.1752377386684591,0.30391265832951436,46.41384354951072,8.133456986527905,0.0,reject,0.0
ETTm2,1,2024,QELM,N-HiTS,0.16819066167378008,0.30391265832951436,46.41384354951072,7.806375057415517,0.0,reject,0.0
ETTm2,1,2024,QELM-NISQ,DLinear,0.14633489492355015,0.2974312062432979,47.34111240969833,6.927656710037181,0.0,reject,0.0
ETTm2,1,2024,QELM-NISQ,PatchTST,0.17189621396603533,0.2974312062432979,47.31609148840812,8.133456986527905,0.0,reject,0.0
ETTm2,1,2024,QELM-NISQ,N-HiTS,0.1652631120420104,0.2974312062432979,47.23604052325429,7.806375057415517,0.0,reject,0.0
ETTm2,1,2024,ClassicalELM,DLinear,0.5396050941039187,1.0,12.838382709380117,6.927656710037181,0.09901273525979665,attenuate,0.0
ETTm2,1,2024,ClassicalELM,PatchTST,0.6335266030498804,1.0,12.838382709380117,8.133456986527905,0.333816507624701,attenuate,0.0
ETTm2,1,2024,ClassicalELM,N-HiTS,0.6080497235615152,1.0,12.838382709380117,7.806375057415517,0.270124308903788,attenuate,0.0
ETTm2,2,42,QELM,DLinear,0.16603268391875742,0.3591062353602471,36.3092364023885,6.02851997092921,0.0,reject,0.0
ETTm2,2,42,QELM,PatchTST,0.1652605726003902,0.3591062353602471,36.3092364023885,6.000485198541655,0.0,reject,0.0
ETTm2,2,42,QELM,N-HiTS,0.18731937303163612,0.3591062353602471,36.3092364023885,6.801423398152873,0.0,reject,0.0
ETTm2,2,42,QELM-NISQ,DLinear,0.16016998463806176,0.34505005812793216,37.638262777835294,6.02851997092921,0.0,reject,0.0
ETTm2,2,42,QELM-NISQ,PatchTST,0.15864308496625198,0.34505005812793216,37.823805555837076,6.000485198541655,0.0,reject,0.0
